,timestamp,block_size_average,provided_gas_average,block_difficulty_average,transactions_average_per_block,gas_used_sum,transactions_number,gas_div_transaction
16,2015-08-23,-0.5828863167168276,-0.5855108288557391,-0.07135755837527841,-1.1297151633222149,-0.5132270533996495,-0.5684007707129094,
17,2015-08-24,-0.6029786929645821,-0.7471120920354459,-0.0450912987349433,-1.0287274267217785,-0.681409215850364,-0.49311380345863104,
18,2015-08-25,-0.5640236164360446,-0.5479310401531836,-0.03930812595923985,-1.0148603671942604,-0.574697513085734,-0.4980164784864205,
19,2015-08-26,-0.597401608269282,-0.49712071096817184,0.0,-1.0827132915910036,-0.6627015343915165,-0.5295893719806763,
20,2015-08-27,-0.4854398938935508,-0.5961592761769737,0.0040486389637484745,-0.6191953272461764,-0.4300978604679717,-0.40293809024134314,
21,2015-08-28,-0.35597663330695173,-0.49533976133044205,0.011682616953253249,-0.187196036560375,-0.45668168037377793,-0.2595344229816741,
22,2015-08-29,-0.5181340974098025,-0.39424931302907895,-0.0071722988115976395,-1.197649310132908,-0.9089814913043306,-0.6848546413195956,
23,2015-08-30,-0.28129455404457854,-0.6553333647676944,0.02368328040068576,0.07185679419366438,-0.5201748594750228,-0.2725378787878788,
24,2015-08-31,-0.3224684572940294,-0.5336184726868011,0.029941720862904878,-0.5637818959867713,-0.6885374624705819,-0.4700299470168164,
25,2015-09-01,-0.12455671752519214,-0.6590737000316343,0.002833873695027238,0.4804708498168053,-0.23475552467966035,-0.18165596002855103,
26,2015-09-02,-0.1748033507952371,0.04238512945399811,-0.0005504729357497899,-0.015851232889808473,-0.4807860054938326,-0.40049685032383997,
27,2015-09-03,-0.11194758150666971,-0.3947744431761919,0.04195019893334132,0.4616722586635083,-0.4143231297154804,-0.3548930884571023,
28,2015-09-04,-0.11069136306901181,-0.438196621230192,0.04208564528854049,0.005357299458586355,-0.12175169101132659,-0.2307110101954499,
29,2015-09-05,-0.1330757088491951,-0.295387479761073,0.06374646071442831,-0.3841059246601741,-0.18734034376567568,-0.2443981240229286,
30,2015-09-06,-0.20274937496482262,-0.6743497428962816,0.1661901947142433,-0.3910245557591669,-0.32702185632269504,-0.22341131574581052,
31,2015-09-07,-0.18100536472325288,0.007245654642386751,0.21058192226862626,-0.4429126498752518,-0.16439748206743438,-0.25330073349633253,
32,2015-09-08,-0.11138729651962578,-0.3909574809035156,0.3466455721551316,-0.3185092513410994,-0.1761997644416302,-0.2136532419308769,
33,2015-09-09,-0.11885932792028397,-0.2074172611200308,0.5248348975373179,-0.4582568855350902,-0.06735639994925893,-0.21560147365048854,
34,2015-09-10,-0.2083116634567464,-0.26383895592552015,0.8429194174521819,-0.5749893674026125,-0.3821435779536536,-0.26341540404040403,
35,2015-09-11,-0.16866963713747976,-0.25319978908671864,1.1067837437724495,-0.09260759972229292,-0.1456717815255572,-0.08279800142755175,
36,2015-09-12,-0.12588239203660553,-0.03259590137729837,0.15584542124449163,-0.4706498129110596,0.04150552781057899,-0.21585885850643508,
37,2015-09-13,-0.10841130422809632,0.0,-0.0014324090090728485,-0.189146237045462,-0.028575000773281664,-0.13415656681149477,
38,2015-09-14,-0.08096731093688288,-0.17348080429700932,0.02856186017571052,-0.38515306559009765,-0.07042624356336484,-0.2234324181226836,
39,2015-09-15,-0.10966347826103298,-0.20865654134213457,0.028914228696365177,-0.3907131847981443,-0.23935463651345149,-0.22511019911840704,
40,2015-09-16,-0.18994704133608015,1.9238312496515237,-0.14787719787385403,-0.3270890116610916,-0.34926758590248685,-0.18625818625818627,
41,2015-09-17,-0.08397276330273148,1.713082653929504,-0.16373772875321901,-0.07481873056731585,-0.140934418992049,-0.12363168061815841,
42,2015-09-18,-0.0528577790478458,0.7185135961265288,-0.09650975620046494,-0.24529105407090937,0.2549996628465167,-0.17926112510495382,
43,2015-09-19,-0.16029255792512231,0.37059978964063695,0.12032576813695416,-0.6247495348626034,-0.21903792270324354,-0.2463618180564177,
44,2015-09-20,-0.09250263190091573,-0.002236099588117123,0.3729335044778726,-0.21407795125864829,0.21095112579231162,-0.08497880698852477,
45,2015-09-21,-0.0943021958541576,0.06572810185082636,0.5547029655321934,-0.2472583427005436,0.011083690491006794,-0.13526965296243268,
46,2015-09-22,-0.00319969474456954,-0.14051202023577047,0.24099567796664118,0.07473064853307691,0.2191632438887167,-0.05554991023947431,
47,2015-09-23,-0.05758082309384055,-0.29272157067050214,0.04407625839001801,0.3152596113415319,0.12876578671239056,0.051397103813991436,
48,2015-09-24,-0.06681012281262527,-0.32391785276057244,-0.20444725384281803,-0.15466987544982916,-0.022705699114716378,-0.11863719326708579,
49,2015-09-25,-0.09756814890507876,0.13144846060399773,-0.32042754311495153,-0.4251200019558279,-0.029498738512503005,-0.18329489621979345,
50,2015-09-26,-0.1107996151268819,-0.3504609045257961,-0.7068267768212899,-0.32795818514137587,-0.21443665305383647,-0.17355126300148588,
51,2015-09-27,-0.18426070374634035,-0.45293578934033957,-0.7528080938869256,-0.23705393999368374,-0.11895508064315705,-0.1633536705372958,
52,2015-09-28,-0.14169669626337866,-0.2608997522405627,-0.144301287179608,-0.11062291944399895,-0.16309850815938742,-0.1532723616786664,
53,2015-09-29,-0.1194818722290969,-0.3093150359661527,0.2289248760169037,-0.24501080889547594,-0.2670925456942539,-0.19658607779681453,
54,2015-09-30,-0.15603627856536087,-0.2718597025825471,0.36449093579457204,-0.2684412907619611,-0.2300025446994071,-0.17069558004502902,
55,2015-10-01,-0.15451203867337684,-0.3566677257613338,0.738778350164715,-0.1487606781500815,-0.1887820790928252,-0.07605586404172976,
56,2015-10-02,-0.09230814316248896,0.018545423007879515,1.0630564519434984,-0.3714401249750859,-0.14980390362222087,-0.13552339133734484,
57,2015-10-03,-0.11825634988902162,0.020014729079401865,0.9757058652319585,-0.3467852247185218,-0.185342220560353,-0.12658624471251761,
58,2015-10-04,-0.07351731666089917,0.004492082685051379,1.330691600680941,0.011873353434571132,-0.10943350306437742,-0.07854144540535073,
59,2015-10-05,-0.10203516179898992,0.13592718439570128,1.3666210669907728,-0.17575486264878287,0.08875319945984533,-0.0947176684881603,
60,2015-10-06,-0.071551098678856,0.10863118123744717,0.7452335605553929,-0.005868223655372459,-0.06063589210572323,-0.07457674548761718,
61,2015-10-07,-0.0249693827850388,0.42453541323309796,-0.1303483259072372,0.14049744608659803,0.13561702059661232,-0.031254138524698716,
62,2015-10-08,-0.052495907666242334,0.24777111182669173,-0.6606142432486668,0.05875754441734653,0.051578504683694,-0.025332016244100537,
63,2015-10-09,-0.0891674122118253,-0.1619903710373746,-0.6631624881762288,0.031337275740139406,-0.12936798343751943,-0.05855026733280743,
64,2015-10-10,-0.08205055131700512,-0.2036057761630442,-0.2235808118939884,-0.004026039780046107,-0.1269794728106373,-0.07325911941496864,
65,2015-10-11,-0.14647951039412457,-0.3643357882324616,0.16009056655371245,-0.2904180816118694,-0.23325412388108308,-0.11144883485309018,
66,2015-10-12,-0.09733819399471773,-0.1942586652365553,0.11224729608155073,-0.1341128651771239,-0.10042854843660577,-0.07702539801305233,
67,2015-10-13,0.005198677645627511,-0.008543369498369846,0.2088803090505937,-0.009961301454103084,0.15513252396738492,-0.043577886097571135,
68,2015-10-14,-0.062450555823224084,0.08547312101382237,0.23161957172571193,0.04853570147593603,-0.04836125514320798,-0.05487208309914861,
69,2015-10-15,-0.005059172784682291,0.4054277301976711,-0.1631583466304047,-0.06574137223501358,0.3039497432624612,-0.08101894998446722,
70,2015-10-16,0.004302677518989545,0.8410725925562228,-0.20265549942261077,0.08195603139016926,1.0573362765077254,-0.05144472234083654,
71,2015-10-17,-0.07921299715100083,0.0,-0.07810909071143825,-0.07220657930011351,0.05308673900638345,-0.07284396309667068,
72,2015-10-18,-0.03491505761940747,0.26866530780342573,-0.1991118461689127,-0.0838666771447383,0.21351098010580316,-0.08527739264974782,
73,2015-10-19,-0.03990049448720261,0.08890451613661343,-0.1361905561214751,-0.027235091619177046,0.04787058272431511,-0.06870816797962448,
74,2015-10-20,-0.13661332274486723,-0.0284811820696655,-0.10096558987731613,-0.23810625840961586,-0.09607748111116472,-0.13609478930323657,
75,2015-10-21,-0.13618204403875603,0.22241389895224578,0.07331075389291689,-0.2711942926262881,-0.14371533009265336,-0.14979615608619687,
76,2015-10-22,-0.06726238157535193,1.0484384097248851,0.17759006114075965,0.00024248414375787223,0.1323014228583301,-0.0806839940093651,
77,2015-10-23,-0.020340667900928668,0.6964982746764133,-0.0129856632762326,-0.0585250246408077,0.18325874260537217,-0.05613650880554795,
78,2015-10-24,-0.10839270255875481,0.8398074647814238,-0.3220108720785902,-0.12156572922262877,0.017607891469676833,-0.08931143762604436,
79,2015-10-25,-0.1646372364581572,-0.06801299112525122,-0.21085654953720462,-0.24173204980094282,-0.12261950339234509,-0.12568956192536507,
80,2015-10-26,-0.12646772658431532,0.0006037039142432558,-0.20891224361355834,-0.14687410344453994,-0.021807769387963284,-0.12977609054799819,
81,2015-10-27,-0.06968804932085913,0.37603357527450687,-0.23253520166646047,-0.08931303275111528,0.4647593235190708,-0.07744796997611737,
82,2015-10-28,-0.05515892870817722,0.07833569014041697,-0.23562778583081936,0.11694063037256922,-0.0035830675251792023,-0.03774917991420641,
83,2015-10-29,-0.04780491521886522,0.03756793223793092,-0.1971099565274474,0.162286843254862,0.08722617135068507,-0.006669334400426837,
84,2015-10-30,-0.10783407577031129,-0.11161418906731319,-0.23383274459623388,0.18148604453340456,0.12842800649502967,0.008592168287985778,
85,2015-10-31,-0.06560079111486727,0.013714852365151175,-0.20815756746048525,0.10362930860767153,0.24345774945281515,-0.028872277148139218,
86,2015-11-01,-0.121312072206693,-0.000700641704799695,-0.06089462220194073,-0.025013670661229365,0.16066892015821388,-0.07446605644546148,
87,2015-11-02,-0.12824408531133977,-0.1783713290146455,0.03270010932570304,-0.036776391108528136,0.07082442087261588,-0.0859375,
88,2015-11-03,-0.03687116410888987,-0.2223347189730819,0.005066648765056775,0.07755267695165972,0.05298666520268749,-0.04135492628721154,
89,2015-11-04,-0.18383314556104313,-0.33682657987595893,-0.016033523199001275,-0.024780634463154483,-0.10197247979152764,-0.07072556290976231,
90,2015-11-05,-0.0936780212278913,-0.3602818550150549,0.0528411415551854,0.08733234409729987,-0.05004868559458072,-0.03409907798093452,
91,2015-11-06,-0.14004377086602568,1.2382274633967068,0.039688744169779716,0.052195725084578135,0.08581161421380429,-0.04407299589945848,
92,2015-11-07,0.13708818245022758,4.561509939766542,0.09360826840571208,0.567590621237016,0.7340236759448256,0.12272734366465346,
93,2015-11-08,0.3230423008974306,6.716773124921112,0.18059555736153912,1.1064604640694458,0.9709284040535476,0.33909327387588256,
94,2015-11-09,-0.1369406614173867,0.7485289056884338,0.13041219912888097,0.13322475271937623,0.03548599151467568,-0.01781276530060971,
95,2015-11-10,-0.07995430583201917,2.435745430846762,0.059316810810809896,0.157225127626526,0.13377870478882758,-0.008041817450743867,
96,2015-11-11,0.2685373193057244,4.847590535511832,-0.11743738526254931,0.5190664306801149,0.4413321813245734,0.10896249691586479,
97,2015-11-12,-0.012623621890990358,5.189562505510307,0.07994438693011109,0.37522051461923106,0.503645945137582,0.044629638109193036,
98,2015-11-13,-0.12006201198860796,3.1705319291457585,-0.0005219416743049295,0.09264779440929641,0.10995219083208119,-0.06310171465640527,
99,2015-11-14,0.06753262316108548,0.04573019442626699,0.0005339244099086604,-0.01395890486808139,0.26380050293742074,-0.10273638269158986,
100,2015-11-15,-0.1240547252793666,-0.27407096368590633,-0.01339511286762407,-0.0352353764708309,-0.0018724181529275056,-0.10145175064047822,
101,2015-11-16,-0.17245619843123916,-0.49848230321888104,0.08988158216544688,0.009182655145123788,-0.132433835602213,-0.09622747747747748,
102,2015-11-17,-0.18292944819169826,-0.37198742111109717,0.18445762890187473,-0.028549588951146468,-0.13804242942967676,-0.10292653513384656,
103,2015-11-18,-0.17622825265055073,-0.4742124018074366,0.2168371878696931,0.020919463888036668,-0.08862416554017924,-0.09314961070968465,
104,2015-11-19,-0.03596183317719429,0.23253015388777135,0.017014680556313708,0.2174911721575613,0.10074312019007466,-0.016937191249117856,
105,2015-11-20,-0.12588649657555467,-0.003468294738480026,0.12133736093600381,-0.061676998538979254,-0.05671086752086305,-0.14997013628712602,
106,2015-11-21,-0.12397562653027384,-0.16234570423553824,0.3648861379620908,-0.06724541003405136,-0.10424211577354876,-0.12561163616864401,
107,2015-11-22,-0.16598147189304838,-0.13297999198995353,0.5172299517921162,-0.03641551830725829,-0.10688525945207059,-0.1117157490396927,
108,2015-11-23,-0.10938946766048634,-0.12250260466392356,1.2879881437947844,0.08481449793196585,-0.05259907781531782,-0.055995943096591665,
109,2015-11-24,-0.15595819944866923,-0.2041188356240932,1.436732624238058,-0.025627182514123645,-0.09682698045143279,-0.11407177281236308,
110,2015-11-25,-0.19112629338469062,-0.265091463464632,0.971639035573425,-0.013116400388727705,-0.05234020283018305,-0.11468941415204238,
111,2015-11-26,-0.23875431839161979,-0.5154623372164787,1.933924034103165,0.0026869240461173797,-0.18869065656979,-0.10558177224843891,
112,2015-11-27,-0.2217769074483984,-0.3834459084969862,2.5550929994303027,-0.08464264957690658,-0.18520065923691095,-0.1334855349052902,
113,2015-11-28,-0.2494493481189755,-0.3242803749067731,0.7051820834047786,-0.05581917379463157,0.0029815728243064972,-0.12705315703947906,
114,2015-11-29,-0.2535417396610802,-0.4926727807460376,-0.31080812390016843,-0.07151360345589855,-0.2084155707555146,-0.12479350220264317,
115,2015-11-30,-0.1239217438256835,0.019465816070634634,-0.438594425240862,0.11824139631919922,0.18110824610039133,-0.02572538268220242,
116,2015-12-01,-0.16032359347557593,-0.028911914998482016,-0.3825869532415592,-0.0981899482904257,-0.11102526959136699,-0.12797588462987702,
117,2015-12-02,-0.19672860107925946,0.1700934586412621,-0.15589840780752207,-0.11248102973880396,-0.16167022450055338,-0.14689882781381586,
118,2015-12-03,-0.24553981019708895,-0.11178245793714363,-0.340297921309751,-0.0952049123998889,-0.17477552312004416,-0.11723369032737592,
119,2015-12-04,-0.22907617339229075,0.3475812352944219,-0.3659267536738022,-0.0939639683588996,-0.1395498855308445,-0.125491773962804,
120,2015-12-05,-0.197699128835997,-0.028516706726541233,-0.4457366696504148,-0.10439707984849167,-0.17426615234397258,-0.13670004353504572,
121,2015-12-06,-0.1247660837534272,-0.32250885921469385,-0.10614661493454729,0.10359114555884241,0.018422723778792494,-0.03896979951121875,
122,2015-12-07,-0.2822884889963721,-0.3321309534631287,-0.13724628830658492,-0.08494987133735578,-0.28018522414880487,-0.12190028713129732,
123,2015-12-08,-0.28317323729802685,-0.4299384411817044,-0.07292412176771604,-0.13491382688176576,-0.27868510894381254,-0.13571459384841034,
124,2015-12-09,-0.2855026924033076,-0.0984171370923033,0.009313321976248845,-0.16854354462560006,-0.27368447898098086,-0.12878519710378117,
125,2015-12-10,-0.24415426060377748,0.9367994197096869,-0.02955611277141694,-0.13787817832636506,-0.24369491059783088,-0.11173679215438152,
126,2015-12-11,-0.1638410251138395,4.648146914551338,-0.23845405441484938,-0.08480143094777114,-0.14797562588601762,-0.08392395095061311,
127,2015-12-12,-0.15218997869019876,7.71778794313544,-0.11599122289637917,-0.08553610449810792,-0.032073052949097784,-0.08062314301774673,
128,2015-12-13,-0.22132311712486857,3.232293244373295,0.09365955548285122,-0.14668637518626207,-0.09447898419611783,-0.10252569134433892,
129,2015-12-14,0.9405228314705236,11.737282120023162,-0.12414733449596263,0.45930678048722184,1.8335329895600143,0.20689519073273735,
130,2015-12-15,1.0247442613677769,0.638743520732576,-0.27993517882233643,0.7982199717813577,2.634870759172566,0.42392921462688904,
131,2015-12-16,0.23349072632468212,0.3498455635978149,-0.3433932301950703,0.06749415862518163,0.7412363111454068,0.0017207328757748185,
132,2015-12-17,0.02900093670951848,0.32251147401330427,-0.5128481692691766,0.0035821843161603114,0.3421106827760319,-0.029386443207254778,
133,2015-12-18,0.041301409513283975,1.6217545821049295,-0.2035201473082902,-0.01956790457871423,0.3252415037098187,-0.04436850508389121,
134,2015-12-19,-0.03383052356096756,0.11183919508400218,0.004923570882447534,-0.028174955590486335,0.184749455567976,-0.04766890774826408,
135,2015-12-20,0.08510621217909871,0.48322055571558403,-0.04952510556751743,0.012505784651264826,0.3644572667333021,-0.024216059452601052,
136,2015-12-21,0.16738415071115034,0.35362262298153124,0.12010515468790685,0.14332078203596488,0.4603697959578741,0.04822695035460993,
137,2015-12-22,1.2388429640844851,1.4558482186245718,0.22528697940021625,0.6900920147284534,1.042442627302221,0.3558308378763448,
138,2015-12-23,0.5942438016989428,0.44148640724294563,0.3242042190058226,0.7692536897695129,1.5305634798377417,0.3832565096862831,
139,2015-12-24,0.31343189206360617,0.5045060652541006,0.15432068225543175,0.21780780455497914,0.6778169097686446,0.09147668148708732,
140,2015-12-25,-0.0037796717957542065,0.17789936964603617,0.29368349080815265,-0.05188100036458669,0.07500436585676731,-0.040070620133043286,
141,2015-12-26,0.027599919114549874,0.42170473735172154,0.3287492756201485,0.02186550409033027,0.1893404803727941,-0.00641433793184766,
142,2015-12-27,0.6120028004048763,0.4166367903384603,0.27864931946976973,0.6882307352760564,1.266417074371768,0.33846730899969524,
143,2015-12-28,0.23474991838430181,0.6703604957907544,0.12000374453015128,0.1045360925927673,0.33543325622500253,0.04797059464847522,
144,2015-12-29,0.17147563856032189,0.4138636563298686,0.09262651379643655,0.04499098273440003,0.22068417880501606,0.013463616364668113,
145,2015-12-30,0.61099353316407,0.19622730934665647,0.43378695560752445,0.6584421433376715,1.3177366638457364,0.34155949484416637,
146,2015-12-31,0.009624782990867645,-0.048434587515718046,0.13396153818018916,-0.025003493272737487,-0.028790148092923018,-0.020098118001821534,
147,2016-01-01,-0.20024759948743584,-0.36159155912600216,0.17272501487966535,-0.13560260905288865,-0.2730015560455012,-0.08700156938032333,
148,2016-01-02,-0.11593959948611617,0.033908774332922366,0.1548874113103189,-0.10824806194757283,-0.16337983475328505,-0.05691694878520877,
149,2016-01-03,-0.10974691670996771,-0.010201705154395661,-0.12050423857203993,-0.11356185928997603,-0.16339550621388735,-0.050219380168618745,
150,2016-01-04,-0.08117868048168893,0.1444644627737947,0.17257634990818563,-0.09696008011794462,-0.12467296408708753,-0.045405924599969436,
151,2016-01-05,0.3310979454098358,0.3653796081370425,-0.013464019837063194,0.22858140179502195,0.7074610127797805,0.13649880699986705,
152,2016-01-06,0.586018272683663,0.6052100952448194,0.13355648053029961,0.27849823981851524,1.084775640792671,0.16092981671881984,
153,2016-01-07,0.5189994063207871,0.6589318269012925,-0.14449987946046888,0.5075032530568231,0.9499143120969828,0.2834113680739945,
154,2016-01-08,0.011611206057902695,0.48574376109557527,-0.005154708693541972,-0.06847458863299354,-0.028146262260119414,-0.032755104101456003,
155,2016-01-09,0.11622973104551251,1.4492751039535647,-0.002657423687482389,-0.055320457169872224,0.1649524405765221,-0.032537042636830965,
156,2016-01-10,0.001167062461234657,1.2854556960426937,-0.8415881035354098,-0.08561914920003522,0.045709706453736274,-0.04803779847949459,
157,2016-01-11,-0.02745090262864808,0.028203665333605035,-0.5254108712818353,-0.11869515374987236,-0.06298820095246872,-0.0619966671314093,
158,2016-01-12,0.017758991918160178,0.17908006814934527,-0.37919938616472965,-0.11475271814746014,-0.06874081032502678,-0.07154747570451958,
159,2016-01-13,0.34406891090903013,0.3636428176546648,-0.37947705834753304,0.1783584806911372,0.5741438290572171,0.09882463933330712,
160,2016-01-14,-0.009802430388880928,0.7829397067664455,-0.18652581297457854,-0.15388180962441306,-0.03372010510917208,-0.0837957063033036,
161,2016-01-15,-0.07864139210560488,0.2591496237772187,-0.34647746334373164,-0.1804818559401848,-0.1619766720214052,-0.1025420470614301,
162,2016-01-16,-0.12324240426435669,0.4621143080902021,-0.22618354070507685,-0.1450343807348444,-0.12839658885538252,-0.0865726675495313,
163,2016-01-17,-0.22008051942658008,0.03888735165826068,-0.10220160009603955,-0.1877947783785108,-0.2609688225344767,-0.11344963566777032,
164,2016-01-18,-0.050819515421589134,0.2242672397480181,-0.17535370696185504,-0.0675060473937033,0.046471946701072984,-0.03403669842739395,
165,2016-01-19,0.020628228033376102,0.4478350777861917,0.08396608628550252,-0.024504116077389636,0.15360511344233208,-0.017058144012321908,
166,2016-01-20,-0.1708690873090463,0.0030130085012334044,0.12397615087042159,-0.20425574095644686,-0.28391329108986885,-0.11543457534281637,
167,2016-01-21,-0.15826467310483425,-0.2639666883334725,-0.11778053445050787,-0.14979215200911167,-0.26860317959874547,-0.08916457667247397,
168,2016-01-22,-0.08195591873299866,0.03332180211452845,-0.0566852191887909,-0.039695638234403766,-0.0005458827546631404,-0.022304122825443504,
169,2016-01-23,-0.21982176532416803,-0.26110635406610894,0.01671508862266389,-0.15889379649743074,-0.30229150667039817,-0.10155838050404366,
170,2016-01-24,-0.13100891529524472,0.09388319191872084,0.05948271381169852,-0.13175435674263353,-0.19378813672940115,-0.07421378854849363,
171,2016-01-25,0.21885908090285108,0.3477737968882423,-0.021364973481066866,0.09599076245217633,0.14574064114428617,0.04550021802187802,
172,2016-01-26,0.10350387790164343,0.3285220040485223,0.03675566333175979,0.0005575446652425245,0.11570481693695173,0.007735849056603773,
173,2016-01-27,0.4493462696535243,0.5561956379131537,0.039723902410351335,0.14995507544128223,0.4807875635289563,0.07586717906211539,
174,2016-01-28,0.32924639546844353,0.4359858478674208,-0.022937936447804196,0.040781059599339926,0.20464866344716298,0.02028226995751517,
175,2016-01-29,0.168402291055037,0.34503635961699547,0.00595527935043874,-0.005714749063737359,0.0608664261492606,-0.0033047750882312594,
176,2016-01-30,0.0365816636440759,0.1487114516660525,0.043060481765820495,-0.07997094753483266,-0.07427088589985846,-0.047513682031448526,
177,2016-01-31,-0.01040412644343946,0.2710434444668459,0.02914742777022927,-0.08943348735859213,-0.1058539628671057,-0.06665427739577526,
178,2016-02-01,-0.07381458709728601,-0.013311358905380143,0.005678776981655752,-0.1136424003830307,-0.1866651628149606,-0.06862817757355666,
179,2016-02-02,-0.07978503979865056,0.14069455595980837,0.0420307319614256,-0.08958911603474833,-0.19503462262343713,-0.06213589856562393,
180,2016-02-03,-0.12213584409059226,-0.0013557079425062773,0.06488903614718845,-0.13494432376600118,-0.23100792599007705,-0.07058108436664236,
181,2016-02-04,-0.0921000391794406,0.39957877962045224,0.10912803103647863,-0.11021563452806206,-0.19300795015938232,-0.06431475029036005,
182,2016-02-05,-0.0663415072515236,0.4730723226846435,-0.0724830759246129,-0.08040056625593867,-0.15211917616577314,-0.045689547219091575,
183,2016-02-06,0.5142796040403422,0.19061200249321786,0.0641532617709043,0.5625911301361528,1.0538472084195931,0.33336879558376775,
184,2016-02-07,-0.16913173498477097,0.3136578751254889,0.04047791560452763,-0.13322267765716064,-0.24133215796704502,-0.07192852000047213,
185,2016-02-08,-0.1730214620048884,0.012088920767560097,-0.041198886005038605,-0.11896754427745526,-0.25856989678895337,-0.06211890693368244,
186,2016-02-09,-0.1797320257977524,-0.004702365830237175,0.018669924386719015,-0.0950698184492296,-0.2345084980588921,-0.05379980974527006,
187,2016-02-10,-0.11944167742664213,0.005047673209480285,-0.0626108096086824,-0.036575432747100595,-0.22064540857297044,-0.03079427759880841,
188,2016-02-11,0.06308976433399625,0.21988125530974623,-0.020755163298949518,0.11995386449355756,0.006081259004597923,0.07145221868328824,
189,2016-02-12,-0.042936808696786184,-0.03280707365924427,0.07532711726322903,4.3440049959419615e-05,-0.16370941055151117,-0.00043464584941808925,
190,2016-02-13,-0.012918663326109867,0.27088964856075676,0.07201220753924938,0.004783838298741943,-0.07049151560518094,0.007336462793243576,
191,2016-02-14,-0.08237582256943896,-0.13133444939359126,-0.06072932495288886,-0.056506320183857206,-0.18223060094615154,-0.034985322644327334,
192,2016-02-15,-0.11554371553747679,0.20284737628187455,-0.03752635050150335,-0.06264706583281957,-0.17227802211173188,-0.03981401756500775,
193,2016-02-16,-0.14034704566799672,0.6037744838409044,0.10630128708389264,-0.0923255337341978,-0.1554195718710968,-0.054440028217966584,
194,2016-02-17,0.03895499955141208,0.39989054466496904,-0.04755691761680208,0.09596298570610834,0.04735103715099288,0.04392600851988449,
195,2016-02-18,-0.14774512984790078,0.42682549007022424,0.03327544502517182,-0.10440142950673925,-0.20050368528449167,-0.06304087566273303,
196,2016-02-19,-0.11249513802745807,0.8436798174503969,0.1281431311843494,-0.09073483031176019,-0.1022107460706914,-0.051005439590860575,
197,2016-02-20,-0.22083906323479277,0.3235847826013219,-0.07681654524222425,-0.16468493202390344,-0.2628468167840376,-0.08965328591944198,
198,2016-02-21,-0.24393357409114277,-0.03871963352941993,0.00980164534208204,-0.15969814847868125,-0.31732300079505044,-0.0911401410188006,
199,2016-02-22,-0.17669237720118244,0.24965793692965685,0.08991128311720141,-0.13860960285116294,-0.229860166095967,-0.07064325852500786,
200,2016-02-23,-0.1480704825308868,1.367288391238814,0.12634997544806204,-0.10388139665961402,0.8499444927254481,-0.05821014035825218,
201,2016-02-24,-0.19578338002703247,0.4548711357426785,0.03329919071835413,-0.12824161248905913,0.07215127873719573,-0.06520874286249181,
202,2016-02-25,-0.13537964758052076,0.26131551780238366,0.013868497980063302,-0.05397371094827133,-0.23739107523313255,-0.014293419633225458,
203,2016-02-26,0.03650998290353345,0.5414284853937622,-0.10619110670302463,-0.031074689800447194,0.16419124546145808,-0.002910951869523625,
204,2016-02-27,-0.1908849595875728,-0.013254733828036165,-0.02989385308410186,-0.127249571585811,-0.3083769846682795,-0.05849047719942557,
